;query;query_ru
2719;SELECT name FROM storm WHERE storm_id NOT IN (SELECT storm_id FROM affected_region);ВЫБРАТЬ name ИЗ справочник.штормы ГДЕ storm_id НЕ В (ВЫБРАТЬ storm_id ИЗ регистрсведений.пораженныерегионы)
2724;SELECT T2.region_name FROM affected_region AS T1 JOIN region AS T2 ON T1.region_id  =  T2.region_id JOIN storm AS T3 ON T1.storm_id  =  T3.storm_id WHERE T3.number_deaths  >=  10;ВЫБРАТЬ T2.наименование ИЗ регистрсведений.пораженныерегионы КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ справочник.регионы КАК T2 ПО T1.регион = T2.ссылка ВНУТРЕННЕЕ СОЕДИНЕНИЕ справочник.штормы КАК T3 ПО T1.шторм = T3.ссылка ГДЕ T3.количествопогибших >= 10
2725;SELECT T2.region_name FROM affected_region AS T1 JOIN region AS T2 ON T1.region_id  =  T2.region_id JOIN storm AS T3 ON T1.storm_id  =  T3.storm_id WHERE T3.number_deaths  >=  10;ВЫБРАТЬ T2.наименование ИЗ регистрсведений.пораженныерегионы КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ справочник.регионы КАК T2 ПО T1.регион = T2.ссылка ВНУТРЕННЕЕ СОЕДИНЕНИЕ справочник.штормы КАК T3 ПО T1.шторм = T3.ссылка ГДЕ T3.количествопогибших >= 10
2726;SELECT T3.name FROM affected_region AS T1 JOIN region AS T2 ON T1.region_id  =  T2.region_id JOIN storm AS T3 ON T1.storm_id  =  T3.storm_id WHERE T2.region_name  =  'Denmark';"ВЫБРАТЬ T3.наименование ИЗ регистрсведений.пораженныерегионы КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ справочник.регионы КАК T2 ПО T1.регион = T2.ссылка ВНУТРЕННЕЕ СОЕДИНЕНИЕ справочник.штормы КАК T3 ПО T1.шторм = T3.ссылка ГДЕ T2.наименование = ""Denmark"""
2727;SELECT T3.name FROM affected_region AS T1 JOIN region AS T2 ON T1.region_id  =  T2.region_id JOIN storm AS T3 ON T1.storm_id  =  T3.storm_id WHERE T2.region_name  =  'Denmark';"ВЫБРАТЬ T3.наименование ИЗ регистрсведений.пораженныерегионы КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ справочник.регионы КАК T2 ПО T1.регион = T2.ссылка ВНУТРЕННЕЕ СОЕДИНЕНИЕ справочник.штормы КАК T3 ПО T1.шторм = T3.ссылка ГДЕ T2.наименование = ""Denmark"""
2728;SELECT T1.region_name FROM region AS T1 JOIN affected_region AS T2 ON T1.region_id = T2.region_id GROUP BY T1.region_id HAVING count(*)  >=  2;ВЫБРАТЬ T1.наименование ИЗ справочник.регионы КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ регистрсведений.пораженныерегионы КАК T2 ПО T1.ссылка = T2.регион СГРУППИРОВАТЬ ПО T1.ссылка ИМЕЮЩИЕ КОЛИЧЕСТВО(*) >= 2
2729;SELECT T1.region_name FROM region AS T1 JOIN affected_region AS T2 ON T1.region_id = T2.region_id GROUP BY T1.region_id HAVING count(*)  >=  2;ВЫБРАТЬ T1.наименование ИЗ справочник.регионы КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ регистрсведений.пораженныерегионы КАК T2 ПО T1.ссылка = T2.регион СГРУППИРОВАТЬ ПО T1.ссылка ИМЕЮЩИЕ КОЛИЧЕСТВО(*) >= 2
2730;SELECT T2.region_name FROM affected_region AS T1 JOIN region AS T2 ON T1.region_id  =  T2.region_id JOIN storm AS T3 ON T1.storm_id  =  T3.storm_id ORDER BY T3.Number_Deaths DESC LIMIT 1;ВЫБРАТЬ ПЕРВЫЕ 1 T2.наименование ИЗ регистрсведений.пораженныерегионы КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ справочник.регионы КАК T2 ПО T1.регион = T2.ссылка ВНУТРЕННЕЕ СОЕДИНЕНИЕ справочник.штормы КАК T3 ПО T1.шторм = T3.ссылка УПОРЯДОЧИТЬ ПО T3.количествопогибших УБЫВ
2731;SELECT T2.region_name FROM affected_region AS T1 JOIN region AS T2 ON T1.region_id  =  T2.region_id JOIN storm AS T3 ON T1.storm_id  =  T3.storm_id ORDER BY T3.Number_Deaths DESC LIMIT 1;ВЫБРАТЬ ПЕРВЫЕ 1 T2.наименование ИЗ регистрсведений.пораженныерегионы КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ справочник.регионы КАК T2 ПО T1.регион = T2.ссылка ВНУТРЕННЕЕ СОЕДИНЕНИЕ справочник.штормы КАК T3 ПО T1.шторм = T3.ссылка УПОРЯДОЧИТЬ ПО T3.количествопогибших УБЫВ
2734;SELECT count(*) FROM county;ВЫБРАТЬ КОЛИЧЕСТВО(*) ИЗ справочник.округа
2735;SELECT count(*) FROM county;ВЫБРАТЬ КОЛИЧЕСТВО(*) ИЗ справочник.округа
2736;SELECT County_name ,  Population FROM county;ВЫБРАТЬ наименование , население ИЗ справочник.округа
2737;SELECT County_name ,  Population FROM county;ВЫБРАТЬ наименование , население ИЗ справочник.округа
2738;SELECT avg(Population) FROM county;ВЫБРАТЬ СРЕДНЕЕ(население) ИЗ справочник.округа
2739;SELECT avg(Population) FROM county;ВЫБРАТЬ СРЕДНЕЕ(население) ИЗ справочник.округа
2740;SELECT max(Population) ,  min(Population) FROM county;ВЫБРАТЬ МАКСИМУМ(население) , МИНИМУМ(население) ИЗ справочник.округа
2741;SELECT max(Population) ,  min(Population) FROM county;ВЫБРАТЬ МАКСИМУМ(население) , МИНИМУМ(население) ИЗ справочник.округа
2742;SELECT DISTINCT District FROM election;ВЫБРАТЬ РАЗЛИЧНЫЕ округ ИЗ регистрсведений.выборы
2743;SELECT DISTINCT District FROM election;ВЫБРАТЬ РАЗЛИЧНЫЕ округ ИЗ регистрсведений.выборы
2744;"SELECT Zip_code FROM county WHERE County_name  =  ""Howard""";"ВЫБРАТЬ почтовыйиндекс ИЗ справочник.округа ГДЕ наименование = ""Howard"""
2745;"SELECT Zip_code FROM county WHERE County_name  =  ""Howard""";"ВЫБРАТЬ почтовыйиндекс ИЗ справочник.округа ГДЕ наименование = ""Howard"""
2746;SELECT Delegate FROM election WHERE District  =  1;ВЫБРАТЬ делегат ИЗ регистрсведений.выборы ГДЕ округ = 1
2747;SELECT Delegate FROM election WHERE District  =  1;ВЫБРАТЬ делегат ИЗ регистрсведений.выборы ГДЕ округ = 1
2748;SELECT Delegate ,  Committee FROM election;ВЫБРАТЬ делегат , комитет ИЗ регистрсведений.выборы
2749;SELECT Delegate ,  Committee FROM election;ВЫБРАТЬ делегат , комитет ИЗ регистрсведений.выборы
2750;SELECT count(DISTINCT Governor) FROM party;ВЫБРАТЬ КОЛИЧЕСТВО(РАЗЛИЧНЫЕ губернатор) ИЗ наименованиепартии
2751;SELECT count(DISTINCT Governor) FROM party;ВЫБРАТЬ КОЛИЧЕСТВО(РАЗЛИЧНЫЕ губернатор) ИЗ наименованиепартии
2752;"SELECT Lieutenant_Governor ,  Comptroller FROM party WHERE Party  =  ""Democratic""";"ВЫБРАТЬ вицегубернатор , контролер ИЗ наименованиепартии ГДЕ наименованиепартии = ""Democratic"""
2753;"SELECT Lieutenant_Governor ,  Comptroller FROM party WHERE Party  =  ""Democratic""";"ВЫБРАТЬ вицегубернатор , контролер ИЗ наименованиепартии ГДЕ наименованиепартии = ""Democratic"""
2754;"SELECT DISTINCT YEAR FROM party WHERE Governor  =  ""Eliot Spitzer""";"ВЫБРАТЬ РАЗЛИЧНЫЕ год ИЗ наименованиепартии ГДЕ губернатор = ""Eliot Spitzer"""
2755;"SELECT DISTINCT YEAR FROM party WHERE Governor  =  ""Eliot Spitzer""";"ВЫБРАТЬ РАЗЛИЧНЫЕ год ИЗ наименованиепартии ГДЕ губернатор = ""Eliot Spitzer"""
2756;SELECT * FROM election;ВЫБРАТЬ * ИЗ регистрсведений.выборы
2757;SELECT * FROM election;ВЫБРАТЬ * ИЗ регистрсведений.выборы
2758;SELECT T2.Delegate ,  T1.County_name FROM county AS T1 JOIN election AS T2 ON T1.County_id  =  T2.District;ВЫБРАТЬ T2.делегат , T1.наименование ИЗ справочник.округа КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ регистрсведений.выборы КАК T2 ПО T1.ссылка = T2.округ
2759;SELECT T2.Delegate ,  T1.County_name FROM county AS T1 JOIN election AS T2 ON T1.County_id  =  T2.District;ВЫБРАТЬ T2.делегат , T1.наименование ИЗ справочник.округа КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ регистрсведений.выборы КАК T2 ПО T1.ссылка = T2.округ
2760;SELECT T2.Delegate FROM county AS T1 JOIN election AS T2 ON T1.County_id  =  T2.District WHERE T1.Population  <  100000;ВЫБРАТЬ T2.делегат ИЗ справочник.округа КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ регистрсведений.выборы КАК T2 ПО T1.ссылка = T2.округ ГДЕ T1.население < 100000
2761;SELECT T2.Delegate FROM county AS T1 JOIN election AS T2 ON T1.County_id  =  T2.District WHERE T1.Population  <  100000;ВЫБРАТЬ T2.делегат ИЗ справочник.округа КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ регистрсведений.выборы КАК T2 ПО T1.ссылка = T2.округ ГДЕ T1.население < 100000
2762;SELECT count(DISTINCT T2.Delegate) FROM county AS T1 JOIN election AS T2 ON T1.County_id  =  T2.District WHERE T1.Population  >  50000;ВЫБРАТЬ КОЛИЧЕСТВО(РАЗЛИЧНЫЕ T2.делегат) ИЗ справочник.округа КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ регистрсведений.выборы КАК T2 ПО T1.ссылка = T2.округ ГДЕ T1.население > 50000
2763;SELECT count(DISTINCT T2.Delegate) FROM county AS T1 JOIN election AS T2 ON T1.County_id  =  T2.District WHERE T1.Population  >  50000;ВЫБРАТЬ КОЛИЧЕСТВО(РАЗЛИЧНЫЕ T2.делегат) ИЗ справочник.округа КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ регистрсведений.выборы КАК T2 ПО T1.ссылка = T2.округ ГДЕ T1.население > 50000
2764;"SELECT T1.County_name FROM county AS T1 JOIN election AS T2 ON T1.County_id  =  T2.District WHERE T2.Committee  =  ""Appropriations""";"ВЫБРАТЬ T1.наименование ИЗ справочник.округа КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ регистрсведений.выборы КАК T2 ПО T1.ссылка = T2.округ ГДЕ T2.комитет = ""Appropriations"""
2765;"SELECT T1.County_name FROM county AS T1 JOIN election AS T2 ON T1.County_id  =  T2.District WHERE T2.Committee  =  ""Appropriations""";"ВЫБРАТЬ T1.наименование ИЗ справочник.округа КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ регистрсведений.выборы КАК T2 ПО T1.ссылка = T2.округ ГДЕ T2.комитет = ""Appropriations"""
2766;SELECT T1.Delegate ,  T2.Party FROM election AS T1 JOIN party AS T2 ON T1.Party  =  T2.Party_ID;ВЫБРАТЬ T1.делегат , T2.наименованиепартии ИЗ регистрсведений.выборы КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ справочник.партии КАК T2 ПО T1.партия = T2.ссылка
2767;SELECT T1.Delegate ,  T2.Party FROM election AS T1 JOIN party AS T2 ON T1.Party  =  T2.Party_ID;ВЫБРАТЬ T1.делегат , T2.наименованиепартии ИЗ регистрсведений.выборы КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ справочник.партии КАК T2 ПО T1.партия = T2.ссылка
2768;SELECT T2.Governor FROM election AS T1 JOIN party AS T2 ON T1.Party  =  T2.Party_ID WHERE T1.District  =  1;ВЫБРАТЬ T2.губернатор ИЗ регистрсведений.выборы КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ справочник.партии КАК T2 ПО T1.партия = T2.ссылка ГДЕ T1.округ = 1
2769;SELECT T2.Governor FROM election AS T1 JOIN party AS T2 ON T1.Party  =  T2.Party_ID WHERE T1.District  =  1;ВЫБРАТЬ T2.губернатор ИЗ регистрсведений.выборы КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ справочник.партии КАК T2 ПО T1.партия = T2.ссылка ГДЕ T1.округ = 1
2770;SELECT T2.Comptroller FROM election AS T1 JOIN party AS T2 ON T1.Party  =  T2.Party_ID WHERE T1.District  =  1 OR T1.District  =  2;ВЫБРАТЬ T2.контролер ИЗ регистрсведений.выборы КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ справочник.партии КАК T2 ПО T1.партия = T2.ссылка ГДЕ T1.округ = 1 ИЛИ T1.округ = 2
2771;SELECT T2.Comptroller FROM election AS T1 JOIN party AS T2 ON T1.Party  =  T2.Party_ID WHERE T1.District  =  1 OR T1.District  =  2;ВЫБРАТЬ T2.контролер ИЗ регистрсведений.выборы КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ справочник.партии КАК T2 ПО T1.партия = T2.ссылка ГДЕ T1.округ = 1 ИЛИ T1.округ = 2
2772;"SELECT T1.Committee FROM election AS T1 JOIN party AS T2 ON T1.Party  =  T2.Party_ID WHERE T2.Party  =  ""Democratic""";"ВЫБРАТЬ T1.комитет ИЗ регистрсведений.выборы КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ справочник.партии КАК T2 ПО T1.партия = T2.ссылка ГДЕ T2.наименованиепартии = ""Democratic"""
2773;"SELECT T1.Committee FROM election AS T1 JOIN party AS T2 ON T1.Party  =  T2.Party_ID WHERE T2.Party  =  ""Democratic""";"ВЫБРАТЬ T1.комитет ИЗ регистрсведений.выборы КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ справочник.партии КАК T2 ПО T1.партия = T2.ссылка ГДЕ T2.наименованиепартии = ""Democratic"""
